date,year,month,day,day_of_week,venue,city,state,country,song_count,show_url
1997-12-27,1997,12,27,Saturday,Wetlands Preserve,New York,NY,US,11,https://discobiscuits.net/shows/1997-12-27-wetlands-preserve-new-york-ny
1997-12-28,1997,12,28,Sunday,University Concert Hall,College Park,MD,US,16,https://discobiscuits.net/shows/1997-12-28-university-concert-hall-college-park-md
1997-12-29,1997,12,29,Monday,Khyber Pass,Philadelphia,PA,US,11,https://discobiscuits.net/shows/1997-12-29-khyber-pass-philadelphia-pa
1997-12-30,1997,12,30,Tuesday,Crossroads,New York,NY,US,0,https://discobiscuits.net/shows/1997-12-30-crossroads-new-york-ny
1998-01-09,1998,1,9,Friday,Crossroads,New York,NY,US,15,https://discobiscuits.net/shows/1998-01-09-crossroads-new-york-ny
1998-01-10,1998,1,10,Saturday,Valentine's,Albany,NY,US,0,https://discobiscuits.net/shows/1998-01-10-valentine-s-albany-ny
1998-01-16,1998,1,16,Friday,"Student Center, Washington College",Chesterton,MD,US,13,https://discobiscuits.net/shows/1998-01-16-student-center-washington-college-chesterton-md
1998-01-17,1998,1,17,Saturday,Deer Park Tavern,Newark,DE,US,7,https://discobiscuits.net/shows/1998-01-17-deer-park-tavern-newark-de
1998-01-23,1998,1,23,Friday,"Student Center, Washington College",Chesterton,MD,US,0,https://discobiscuits.net/shows/1998-01-23-student-center-washington-college-chesterton-md
1998-01-28,1998,1,28,Wednesday,8 x 10 Club,Baltimore,MD,US,15,https://discobiscuits.net/shows/1998-01-28-8-x-10-club-baltimore-md
1998-01-29,1998,1,29,Thursday,Cafe 210 West,State College,PA,US,15,https://discobiscuits.net/shows/1998-01-29-cafe-210-west-state-college-pa
1998-01-30,1998,1,30,Friday,Blue Terrapin,Elizabethtown,PA,US,19,https://discobiscuits.net/shows/1998-01-30-blue-terrapin-elizabethtown-pa
1998-01-31,1998,1,31,Saturday,Taft School,Watertown,CT,US,11,https://discobiscuits.net/shows/1998-01-31-taft-school-watertown-ct
1998-02-04,1998,2,4,Wednesday,Hungry Charlie's,Syracuse,NY,US,15,https://discobiscuits.net/shows/1998-02-04-hungry-charlie-s-syracuse-ny
1998-02-05,1998,2,5,Thursday,Valentine's,Albany,NY,US,0,https://discobiscuits.net/shows/1998-02-05-valentine-s-albany-ny
1998-02-06,1998,2,6,Friday,Middle East,Cambridge,MA,US,5,https://discobiscuits.net/shows/1998-02-06-middle-east-cambridge-ma
1998-02-07,1998,2,7,Saturday,"Butterfield Dormitory, University Of Massachusetts",Amherst,MA,US,7,https://discobiscuits.net/shows/1998-02-07-butterfield-dormitory-university-of-massachusetts-amherst-ma
1998-02-12,1998,2,12,Thursday,Docksider's,Erie,PA,US,12,https://discobiscuits.net/shows/1998-02-12-docksider-s-erie-pa
1998-02-13,1998,2,13,Friday,The Next Decade,Pittsburgh,PA,US,10,https://discobiscuits.net/shows/1998-02-13-the-next-decade-oakland-pa
1998-02-14,1998,2,14,Saturday,"The Roost, Dennison University",Granville,OH,US,11,https://discobiscuits.net/shows/1998-02-14-the-roost-dennison-university-granville-oh
1998-02-18,1998,2,18,Wednesday,Terrapin Station,College Park,MD,US,6,https://discobiscuits.net/shows/1998-02-18-terrapin-station-college-park-md
1998-02-19,1998,2,19,Thursday,Wetlands Preserve,New York,NY,US,11,https://discobiscuits.net/shows/1998-02-19-wetlands-preserve-new-york-ny
1998-02-20,1998,2,20,Friday,University Of Maryland,College Park,MD,US,0,https://discobiscuits.net/shows/1998-02-20-university-of-maryland-college-park-md
1998-02-21,1998,2,21,Saturday,East End Cafe,Newark,DE,US,13,https://discobiscuits.net/shows/1998-02-21-east-end-cafe-newark-de
1998-02-24,1998,2,24,Tuesday,New Deal Roadhouse,Deal,NJ,US,0,https://discobiscuits.net/shows/1998-02-24-new-deal-roadhouse-deal-nj
1998-02-26,1998,2,26,Thursday,Blue Terrapin,Elizabethtown,PA,US,13,https://discobiscuits.net/shows/1998-02-26-blue-terrapin-elizabethtown-pa
1998-02-27,1998,2,27,Friday,Cafe 210 West,State College,PA,US,12,https://discobiscuits.net/shows/1998-02-27-cafe-210-west-state-college-pa
1998-02-28,1998,2,28,Saturday,Rex's,West Chester,PA,US,11,https://discobiscuits.net/shows/1998-02-28-rex-s-west-chester-pa
1998-03-04,1998,3,4,Wednesday,Club Toast,Burlington,VT,US,10,https://discobiscuits.net/shows/1998-03-04-club-toast-burlington-vt
1998-03-05,1998,3,5,Thursday,"Slade Hall, University Of Vermont",Burlington,VT,US,15,https://discobiscuits.net/shows/1998-03-05-slade-hall-university-of-vermont-burlington-vt
1998-03-14,1998,3,14,Saturday,Crossroads,New York,NY,US,13,https://discobiscuits.net/shows/1998-03-14-crossroads-new-york-ny
1998-03-15,1998,3,15,Sunday,Fattdaddy's,Watertown,CT,US,10,https://discobiscuits.net/shows/1998-03-15-fattdaddy-s-watertown-ct
1998-03-17,1998,3,17,Tuesday,Blue Terrapin,Elizabethtown,PA,US,11,https://discobiscuits.net/shows/1998-03-17-blue-terrapin-elizabethtown-pa
1998-03-18,1998,3,18,Wednesday,Philadelphia Art Museum,Philadelphia,PA,US,10,https://discobiscuits.net/shows/1998-03-18-philadelphia-art-museum-philadelphia-pa
1998-03-19,1998,3,19,Thursday,8 x 10 Club,Baltimore,MD,US,13,https://discobiscuits.net/shows/1998-03-19-8-x-10-club-baltimore-md
1998-03-20,1998,3,20,Friday,Hungry Charlie's,Syracuse,NY,US,9,https://discobiscuits.net/shows/1998-03-20-hungry-charlie-s-syracuse-ny
1998-03-21,1998,3,21,Saturday,Tammany Hall,Worcester,MA,US,9,https://discobiscuits.net/shows/1998-03-21-tammany-hall-worcester-ma
1998-03-26,1998,3,26,Thursday,The Bayou,Washington,DC,US,3,https://discobiscuits.net/shows/1998-03-26-the-bayou-washington-dc
1998-03-27,1998,3,27,Friday,Blue Terrapin,Elizabethtown,PA,US,10,https://discobiscuits.net/shows/1998-03-27-blue-terrapin-elizabethtown-pa
1998-03-28,1998,3,28,Saturday,Khyber Pass,Philadelphia,PA,US,9,https://discobiscuits.net/shows/1998-03-28-khyber-pass-philadelphia-pa
1998-04-01,1998,4,1,Wednesday,Terrapin Station,College Park,MD,US,6,https://discobiscuits.net/shows/1998-04-01-terrapin-station-college-park-md
1998-04-02,1998,4,2,Thursday,Crossroads,New York,NY,US,22,https://discobiscuits.net/shows/1998-04-02-crossroads-new-york-ny
1998-04-03,1998,4,3,Friday,New Cheers Club,Binghamton,NY,US,0,https://discobiscuits.net/shows/1998-04-03-new-cheers-club-binghamton-ny
1998-04-04,1998,4,4,Saturday,"Alpha Delta Phi, Trinity College",Hartford,CT,US,0,https://discobiscuits.net/shows/1998-04-04-alpha-delta-phi-trinity-college-hartford-ct
1998-04-08,1998,4,8,Wednesday,Crowbar,State College,PA,US,13,https://discobiscuits.net/shows/1998-04-08-crowbar-state-college-pa
1998-04-09,1998,4,9,Thursday,The Next Decade,Pittsburgh,PA,US,10,https://discobiscuits.net/shows/1998-04-09-the-next-decade-pittsburgh-pa
1998-04-15,1998,4,15,Wednesday,Wetlands Preserve,New York,NY,US,0,https://discobiscuits.net/shows/1998-04-15-wetlands-preserve-new-york-ny
1998-04-16,1998,4,16,Thursday,8 x 10 Club,Baltimore,MD,US,11,https://discobiscuits.net/shows/1998-04-16-8-x-10-club-baltimore-md
1998-04-17,1998,4,17,Friday,Cliffside Inn,Harper's Ferry,WV,US,0,https://discobiscuits.net/shows/1998-04-17-cliffside-inn-harper-s-ferry-wv
1998-04-18,1998,4,18,Saturday,"The Quad, Franklin and Marshall College",Lancaster,PA,US,10,https://discobiscuits.net/shows/1998-04-18-the-quad-franklin-and-marshall-college-lancaster-pa
1998-04-19,1998,4,19,Sunday,"Hub Lawn, Penn State University",State College,PA,US,7,https://discobiscuits.net/shows/1998-04-19-hub-lawn-penn-state-university-state-college-pa
1998-04-20,1998,4,20,Monday,Theater Of The Living Arts,Philadelphia,PA,US,6,https://discobiscuits.net/shows/1998-04-20-theater-of-the-living-arts-philadelphia-pa
1998-04-22,1998,4,22,Wednesday,The Living Room,Providence,RI,US,9,https://discobiscuits.net/shows/1998-04-22-the-living-room-providence-ri
1998-04-23,1998,4,23,Thursday,"Slade Hall, University Of Vermont",Burlington,VT,US,14,https://discobiscuits.net/shows/1998-04-23-slade-hall-university-of-vermont-burlington-vt
1998-04-24,1998,4,24,Friday,Ocean Mist,Matunick,RI,US,0,https://discobiscuits.net/shows/1998-04-24-ocean-mist-matunick-ri
1998-04-25,1998,4,25,Saturday,"Delta Upsilon, Bucknell University",Lewisburg,PA,US,12,https://discobiscuits.net/shows/1998-04-25-delta-upsilon-bucknell-university-lewisburg-pa
1998-04-29,1998,4,29,Wednesday,Water Street Music Hall,Rochester,NY,US,0,https://discobiscuits.net/shows/1998-04-29-water-street-music-hall-rochester-ny
1998-04-30,1998,4,30,Thursday,The Haunt,Ithaca,NY,US,9,https://discobiscuits.net/shows/1998-04-30-the-haunt-ithaca-ny
1998-05-01,1998,5,1,Friday,University Of Hartford,West Hartford,CT,US,9,https://discobiscuits.net/shows/1998-05-01-university-of-hartford-west-hartford-ct
1998-05-02,1998,5,2,Saturday,"Solar Folklore Festival, Tussey Mountain Amphitheater",Boalsburg,PA,US,6,https://discobiscuits.net/shows/1998-05-02-solar-folklore-festival-tussey-mountain-amphitheater-boalsburg-pa
1998-05-03,1998,5,3,Sunday,"Campus Courtyard, SUNY Plattsburgh",Plattsburgh,NY,US,15,https://discobiscuits.net/shows/1998-05-03-campus-courtyard-suny-plattsburgh-plattsburgh-ny
1998-05-06,1998,5,6,Wednesday,Terrapin Station,College Park,MD,US,0,https://discobiscuits.net/shows/1998-05-06-terrapin-station-college-park-md
1998-05-07,1998,5,7,Thursday,Chameleon Club,Lancaster,PA,US,14,https://discobiscuits.net/shows/1998-05-07-chameleon-club-lancaster-pa
1998-05-08,1998,5,8,Friday,Deer Park Tavern,Newark,DE,US,5,https://discobiscuits.net/shows/1998-05-08-deer-park-tavern-newark-de
1998-05-09,1998,5,9,Saturday,"Alpha Epsilon Pi, University Of Delaware",Newark,DE,US,7,https://discobiscuits.net/shows/1998-05-09-alpha-epsilon-pi-university-of-delaware-newark-de
1998-05-09,1998,5,9,Saturday,"Spring Jam, Wilmer's Park",Brandywine,MD,US,4,https://discobiscuits.net/shows/1998-05-09-spring-jam-wilmer-s-park-brandywine-md
1998-05-16,1998,5,16,Saturday,Khyber Pass,Philadelphia,PA,US,19,https://discobiscuits.net/shows/1998-05-16-khyber-pass-philadelphia-pa
1998-05-19,1998,5,19,Tuesday,HMV Records,Philadelphia,PA,US,6,https://discobiscuits.net/shows/1998-05-19-hmv-records-philadelphia-pa
1998-05-20,1998,5,20,Wednesday,8 x 10 Club,Baltimore,MD,US,15,https://discobiscuits.net/shows/1998-05-20-8-x-10-club-baltimore-md
1998-05-21,1998,5,21,Thursday,Wetlands Preserve,New York,NY,US,21,https://discobiscuits.net/shows/1998-05-21-wetlands-preserve-new-york-ny
1998-05-22,1998,5,22,Friday,Union College,Schenectady,NY,US,7,https://discobiscuits.net/shows/1998-05-22-union-college-schenectady-ny
1998-05-23,1998,5,23,Saturday,Fattdaddy's,Watertown,CT,US,11,https://discobiscuits.net/shows/1998-05-23-fattdaddy-s-watertown-ct
1998-05-24,1998,5,24,Sunday,"GrooveFest, Merriweather Post Pavilion",Columbia,MD,US,8,https://discobiscuits.net/shows/1998-05-24-groovefest-merriweather-post-pavilion-columbia-md
1998-05-28,1998,5,28,Thursday,Comfort Zone,Toronto,ON,US,0,https://discobiscuits.net/shows/1998-05-28-comfort-zone-toronto-ontario-canada
1998-05-30,1998,5,30,Saturday,"Spring Fling, Northwestern University",Evanston,IL,US,0,https://discobiscuits.net/shows/1998-05-30-spring-fling-northwestern-university-evanston-il
1998-05-31,1998,5,31,Sunday,Summer Sun Music Festival,Mears,MI,US,0,https://discobiscuits.net/shows/1998-05-31-summer-sun-music-festival-mears-mi
1998-06-03,1998,6,3,Wednesday,Corner Pocket Saloon,Morgantown,WV,US,12,https://discobiscuits.net/shows/1998-06-03-corner-pocket-saloon-morgantown-wv
1998-06-04,1998,6,4,Thursday,Blind Tiger,Greensboro,NC,US,12,https://discobiscuits.net/shows/1998-06-04-blind-tiger-greensboro-nc
1998-06-05,1998,6,5,Friday,Jack Straw's,Charlotte,NC,US,15,https://discobiscuits.net/shows/1998-06-05-jack-straw-s-charlotte-nc
1998-06-06,1998,6,6,Saturday,Peasant's Cafe,Greenville,NC,US,10,https://discobiscuits.net/shows/1998-06-06-peasant-s-cafe-greenville-nc
1998-06-08,1998,6,8,Monday,The Pit,Kill Devil Hills,NC,US,12,https://discobiscuits.net/shows/1998-06-08-the-pit-kill-devil-hills-nc
1998-06-09,1998,6,9,Tuesday,Bessie's,Wilmington,NC,US,14,https://discobiscuits.net/shows/1998-06-09-bessie-s-wilmington-nc
1998-06-10,1998,6,10,Wednesday,Chameleon Club,Atlanta,GA,US,8,https://discobiscuits.net/shows/1998-06-10-chameleon-club-atlanta-ga
1998-06-11,1998,6,11,Thursday,Island Rock Cafe,St. Simon's Island,GA,US,12,https://discobiscuits.net/shows/1998-06-11-island-rock-cafe-st-simon-s-island-ga
1998-06-12,1998,6,12,Friday,J.J. Cagney's,Savannah,GA,US,12,https://discobiscuits.net/shows/1998-06-12-j-j-cagney-s-savannah-ga
1998-06-13,1998,6,13,Saturday,Summer Sun Music Festival,Cocheran,GA,US,9,https://discobiscuits.net/shows/1998-06-13-summer-sun-music-festival-cocheran-ga
1998-06-14,1998,6,14,Sunday,The Oak,Murrel's Inlet,SC,US,0,https://discobiscuits.net/shows/1998-06-14-the-oak-murrel-s-inlet-sc
1998-06-17,1998,6,17,Wednesday,Cumberland,Charleston,SC,US,0,https://discobiscuits.net/shows/1998-06-17-cumberland-charleston-sc
1998-06-18,1998,6,18,Thursday,Plantation Club,Worcester,MA,US,14,https://discobiscuits.net/shows/1998-06-18-plantation-club-worcester-ma
1998-06-19,1998,6,19,Friday,Gathering Of The Vibes,Plattsburgh,NY,US,5,https://discobiscuits.net/shows/1998-06-19-gathering-of-the-vibes-plattsburgh-ny
1998-06-21,1998,6,21,Sunday,Water Street Music Hall,Rochester,NY,US,0,https://discobiscuits.net/shows/1998-06-21-water-street-music-hall-rochester-ny
1998-06-25,1998,6,25,Thursday,8 x 10 Club,Baltimore,MD,US,16,https://discobiscuits.net/shows/1998-06-25-8-x-10-club-baltimore-md
1998-06-26,1998,6,26,Friday,Summer Sun Music Festival,State College,PA,US,5,https://discobiscuits.net/shows/1998-06-26-summer-sun-music-festival-state-college-pa
1998-06-27,1998,6,27,Saturday,"Melstock, Melham's Farm",Mechanicsburg,PA,US,10,https://discobiscuits.net/shows/1998-06-27-melstock-melham-s-farm-mechanicsburg-pa
1998-06-28,1998,6,28,Sunday,Jimmy Jam,Adamstown,PA,US,7,https://discobiscuits.net/shows/1998-06-28-jimmy-jam-adamstown-pa
1998-06-30,1998,6,30,Tuesday,Higher Ground,South Burlington,VT,US,5,https://discobiscuits.net/shows/1998-06-30-higher-ground-s-burlington-vt
1998-07-01,1998,7,1,Wednesday,Higher Ground,South Burlington,VT,US,8,https://discobiscuits.net/shows/1998-07-01-higher-ground-s-burlington-vt
1998-07-02,1998,7,2,Thursday,Da Funky Phish,Bay Shore,NY,US,11,https://discobiscuits.net/shows/1998-07-02-da-funky-phish-bay-shore-ny
1998-07-03,1998,7,3,Friday,Webster Hall,New York,NY,US,4,https://discobiscuits.net/shows/1998-07-03-webster-hall-new-york-ny
1998-07-08,1998,7,8,Wednesday,The Next Decade,Pittsburgh,PA,US,9,https://discobiscuits.net/shows/1998-07-08-the-next-decade-oakland-pa
1998-07-09,1998,7,9,Thursday,Chelsea's,Columbus,OH,US,5,https://discobiscuits.net/shows/1998-07-09-chelsea-s-columbus-oh
1998-07-10,1998,7,10,Friday,Blind Pig,Ann Arbor,MI,US,8,https://discobiscuits.net/shows/1998-07-10-blind-pig-ann-arbor-mi
1998-07-14,1998,7,14,Tuesday,Second Story,Madison,WI,US,6,https://discobiscuits.net/shows/1998-07-14-second-story-madison-wi
1998-07-15,1998,7,15,Wednesday,Cabooze On The West Bank,Minneapolis,MN,US,10,https://discobiscuits.net/shows/1998-07-15-cabooze-on-the-west-bank-minneapolis-mn
1998-07-17,1998,7,17,Friday,High Sierra House Of Blues,Mammouth Lakes,CA,US,0,https://discobiscuits.net/shows/1998-07-17-high-sierra-house-of-blues-mammouth-lakes-ca
1998-07-18,1998,7,18,Saturday,High Sierra House Of Blues,Mammouth Lakes,CA,US,0,https://discobiscuits.net/shows/1998-07-18-high-sierra-house-of-blues-mammouth-lakes-ca
1998-07-20,1998,7,20,Monday,Cafe Tomo,Arcata,CA,US,10,https://discobiscuits.net/shows/1998-07-20-cafe-tomo-arcata-ca
1998-07-22,1998,7,22,Wednesday,Color Box,Seattle,WA,US,4,https://discobiscuits.net/shows/1998-07-22-color-box-seattle-wa
1998-07-23,1998,7,23,Thursday,Good Times,Eugene,OR,US,11,https://discobiscuits.net/shows/1998-07-23-good-times-eugene-or
1998-07-24,1998,7,24,Friday,3:19 Club,Chico,CA,US,0,https://discobiscuits.net/shows/1998-07-24-3-19-club-chico-ca
1998-07-25,1998,7,25,Saturday,435 Broadway,San Francisco,CA,US,11,https://discobiscuits.net/shows/1998-07-25-435-broadway-san-francisco-ca
1998-07-26,1998,7,26,Sunday,Mick's Lounge,San Francisco,CA,US,16,https://discobiscuits.net/shows/1998-07-26-mick-s-lounge-san-francisco-ca
1998-07-27,1998,7,27,Monday,Palookaville,Santa Cruz,CA,US,0,https://discobiscuits.net/shows/1998-07-27-palookaville-santa-cruz-ca
1998-07-29,1998,7,29,Wednesday,Coach House,San Juan Capistrano,CA,US,0,https://discobiscuits.net/shows/1998-07-29-coach-house-san-juan-capistrano-ca
1998-07-30,1998,7,30,Thursday,14 Below,Los Angeles,CA,US,10,https://discobiscuits.net/shows/1998-07-30-14-below-los-angeles-ca
1998-07-31,1998,7,31,Friday,Legends Lounge,Las Vegas,NV,US,13,https://discobiscuits.net/shows/1998-07-31-legends-lounge-las-vegas-nv
1998-08-01,1998,8,1,Saturday,Legends Lounge,Las Vegas,NV,US,13,https://discobiscuits.net/shows/1998-08-01-legends-lounge-las-vegas-nv
1998-08-02,1998,8,2,Sunday,Legends Lounge,Las Vegas,NV,US,8,https://discobiscuits.net/shows/1998-08-02-legends-lounge-las-vegas-nv
1998-08-04,1998,8,4,Tuesday,Alligator Lounge,Breckenridge,CO,US,0,https://discobiscuits.net/shows/1998-08-04-alligator-lounge-breckenridge-co
1998-08-05,1998,8,5,Wednesday,Murphy's Exchange,Steamboat Springs,CO,US,0,https://discobiscuits.net/shows/1998-08-05-murphy-s-exchange-steamboat-springs-co
1998-08-06,1998,8,6,Thursday,Quixote's True Blue,Aurora,CO,US,10,https://discobiscuits.net/shows/1998-08-06-quixote-s-true-blue-aurora-co
1998-08-07,1998,8,7,Friday,Aggie Theatre,Fort Collins,CO,US,5,https://discobiscuits.net/shows/1998-08-07-aggie-theatre-fort-collins-co
1998-08-08,1998,8,8,Saturday,Fox Theatre,Boulder,CO,US,0,https://discobiscuits.net/shows/1998-08-08-fox-theatre-boulder-co
1998-08-13,1998,8,13,Thursday,The Mercury,Austin,TX,US,13,https://discobiscuits.net/shows/1998-08-13-the-mercury-austin-tx
1998-08-14,1998,8,14,Friday,Home Bar,Dallas,TX,US,17,https://discobiscuits.net/shows/1998-08-14-home-bar-dallas-tx
1998-08-15,1998,8,15,Saturday,Chester's Place,Fayetteville,AR,US,12,https://discobiscuits.net/shows/1998-08-15-chester-s-place-fayetteville-ar
1998-08-28,1998,8,28,Friday,Wetlands Preserve,New York,NY,US,19,https://discobiscuits.net/shows/1998-08-28-wetlands-preserve-new-york-ny
1998-08-29,1998,8,29,Saturday,Sunshine Daydream Festival,May's Landing,NJ,US,8,https://discobiscuits.net/shows/1998-08-29-sunshine-daydream-festival-may-s-landing-nj
1998-09-05,1998,9,5,Saturday,"Sigma Chi House, Colgate University",Hamilton,NY,US,0,https://discobiscuits.net/shows/1998-09-05-sigma-chi-house-colgate-university-hamilton-ny
1998-09-06,1998,9,6,Sunday,"Wamboozy Festival, Snowridge Amphitheater",Turin,NY,US,6,https://discobiscuits.net/shows/1998-09-06-wamboozy-festival-snowridge-amphitheater-turin-ny
1998-09-09,1998,9,9,Wednesday,Crowbar,State College,PA,US,11,https://discobiscuits.net/shows/1998-09-09-crowbar-state-college-pa
1998-09-15,1998,9,15,Tuesday,The Call,Providence,RI,US,10,https://discobiscuits.net/shows/1998-09-15-the-call-providence-ri
1998-09-16,1998,9,16,Wednesday,Tammany Hall,Worcester,MA,US,11,https://discobiscuits.net/shows/1998-09-16-tammany-hall-worcester-ma
1998-09-17,1998,9,17,Thursday,Higher Ground,South Burlington,VT,US,14,https://discobiscuits.net/shows/1998-09-17-higher-ground-s-burlington-vt
1998-09-18,1998,9,18,Friday,The Monopole,Plattsburgh,NY,US,14,https://discobiscuits.net/shows/1998-09-18-the-monopole-plattsburgh-ny
1998-09-19,1998,9,19,Saturday,Middle East,Cambridge,MA,US,6,https://discobiscuits.net/shows/1998-09-19-middle-east-cambridge-ma
1998-09-23,1998,9,23,Wednesday,Plum Street Pub,New Brunswick,NJ,US,10,https://discobiscuits.net/shows/1998-09-23-plum-street-pub-new-brunswick-nj
1998-09-24,1998,9,24,Thursday,Deer Park Tavern,Newark,DE,US,13,https://discobiscuits.net/shows/1998-09-24-deer-park-tavern-newark-de
1998-09-25,1998,9,25,Friday,Blue Terrapin,Elizabethtown,PA,US,13,https://discobiscuits.net/shows/1998-09-25-blue-terrapin-elizabethtown-pa
1998-09-26,1998,9,26,Saturday,"Autumn Equinox Festival, Wilmer's Park",Brandywine,MD,US,5,https://discobiscuits.net/shows/1998-09-26-autumn-equinox-festival-wilmer-s-park-brandywine-md
1998-09-30,1998,9,30,Wednesday,Cat's Cradle,Carrboro,NC,US,0,https://discobiscuits.net/shows/1998-09-30-cat-s-cradle-carrboro-nc
